Date,Product_ID,Category,Subcategory,Supplier_ID,Price,Cost,Units_Sold,Discount,Promotion_Type
2023-01-02,P0007,Electronics,Smartwatches,S015,1764.76,1117.51,9,0.0,None
2023-01-02,P0008,Electronics,Smartphones,S020,1040.6,573.89,7,0.0,None
2023-01-02,P0009,Home,Furniture,S010,470.87,352.76,4,0.0,None
2023-01-02,P0010,Home,Furniture,S015,113.28,78.1,12,0.0,None
2023-01-02,P0011,Home,Decor,S011,97.43,64.11,4,0.0,None
2023-01-02,P0012,Home,Decor,S009,331.14,245.87,6,0.0,None
2023-01-02,P0013,Home,Bedding,S013,341.72,225.27,6,0.0,None
2023-01-02,P0014,Home,Lighting,S003,324.05,154.25,16,0.0,None
2023-01-02,P0015,Home,Bedding,S003,274.01,144.05,9,0.0,None
2023-01-02,P0016,Clothing,Accessories,S010,214.72,167.38,18,0.0,None
2023-01-02,P0017,Clothing,Shoes,S005,90.98,57.94,15,0.0,None
2023-01-02,P0018,Clothing,Accessories,S010,58.72,32.89,38,0.0,None
2023-01-02,P0019,Clothing,Dresses,S012,183.28,117.34,19,0.0,None
2023-01-02,P0020,Clothing,Shoes,S003,292.58,205.28,34,0.0,None
2023-01-02,P0021,Clothing,Accessories,S018,280.32,131.16,36,0.0,None
2023-01-02,P0022,Clothing,Shirts,S014,196.19,126.84,27,0.0,None
2023-01-02,P0023,Grocery,Canned,S016,45.95,32.64,33,0.0,None
2023-01-02,P0024,Grocery,Canned,S009,3.28,1.79,28,0.0,None
2023-01-02,P0025,Grocery,Bakery,S019,35.0,29.35,18,0.0,None
2023-01-02,P0026,Grocery,Bakery,S017,42.61,33.31,26,0.0,None
2023-01-02,P0027,Grocery,Snacks,S019,9.73,6.91,37,0.0,None
2023-01-02,P0028,Grocery,Beverages,S002,24.85,18.26,23,0.0,None
2023-01-02,P0029,Grocery,Canned,S004,34.17,26.36,20,0.0,None
2023-01-02,P0030,Beauty,Bath,S014,32.14,15.87,15,0.0,None
2023-01-02,P0031,Beauty,Makeup,S016,124.52,93.01,19,0.0,None
2023-01-02,P0032,Beauty,Makeup,S004,115.09,55.15,11,0.0,None
2023-01-02,P0033,Beauty,Fragrance,S016,30.89,24.21,8,0.0,None
2023-01-02,P0034,Beauty,Bath,S009,52.14,38.31,2,0.0,None
2023-01-02,P0035,Beauty,Fragrance,S010,54.71,27.44,15,0.0,None
2023-01-02,P0036,Beauty,Bath,S016,132.76,67.31,15,0.0,None
2023-01-02,P0037,Sports,Cycling,S014,81.85,65.33,4,0.0,None
2023-01-02,P0038,Sports,Team Sports,S009,49.17,36.52,7,0.0,None
2023-01-02,P0039,Sports,Fitness,S005,342.66,255.01,6,0.0,None
2023-01-02,P0040,Sports,Yoga,S015,198.42,121.92,4,0.0,None
2023-01-02,P0041,Sports,Yoga,S016,113.8,75.68,2,0.0,None
2023-01-02,P0042,Sports,Outdoor,S009,361.13,189.14,9,0.0,None
2023-01-02,P0043,Sports,Cycling,S015,244.35,201.26,11,0.0,None
2023-01-02,P0044,Toys,Educational,S014,92.32,63.6,5,0.0,None
2023-01-02,P0045,Toys,Action Figures,S010,44.83,28.88,13,0.0,None
2023-01-02,P0046,Toys,Educational,S004,37.24,26.5,14,0.0,None
2023-01-02,P0047,Toys,Outdoor Toys,S009,145.42,66.13,8,0.0,None
2023-01-02,P0048,Toys,Dolls,S014,110.47,69.43,4,0.0,None
2023-01-02,P0049,Toys,Educational,S003,123.04,76.93,10,0.0,None
2023-01-02,P0050,Toys,Board Games,S016,71.31,35.21,6,0.0,None
2023-01-03,P0001,Electronics,Smartphones,S011,477.75,299.22,9,0.0,None
2023-01-03,P0002,Electronics,Smartwatches,S004,1975.66,1677.53,19,0.0,None
2023-01-03,P0003,Electronics,Laptops,S020,639.84,504.21,8,0.0,None
2023-01-03,P0004,Electronics,Smartwatches,S014,917.95,553.22,7,0.0,None
2023-01-03,P0005,Electronics,Smartwatches,S018,109.66,90.6,3,0.0,None
2023-01-03,P0006,Electronics,Cameras,S016,1935.5,1232.44,2,0.0,None
2023-01-03,P0007,Electronics,Smartwatches,S015,1764.81,907.42,3,0.0,None
2023-01-03,P0008,Electronics,Smartphones,S020,1040.62,856.75,8,0.0,None
2023-01-03,P0009,Home,Furniture,S010,470.86,214.67,4,0.0,None
2023-01-03,P0010,Home,Furniture,S015,113.27,60.87,8,0.0,None
2023-01-03,P0011,Home,Decor,S011,97.43,60.2,3,0.0,None
2023-01-03,P0012,Home,Decor,S009,331.12,253.35,7,0.0,None
2023-01-03,P0013,Home,Bedding,S013,341.73,244.87,12,0.0,None
2023-01-03,P0014,Home,Lighting,S003,324.07,163.62,18,0.0,None
2023-01-03,P0015,Home,Bedding,S003,274.01,147.65,9,0.0,None
2023-01-03,P0016,Clothing,Accessories,S010,214.73,135.55,10,0.0,None
2023-01-03,P0017,Clothing,Shoes,S005,90.98,62.88,26,0.0,None
2023-01-03,P0018,Clothing,Accessories,S010,58.72,35.4,28,0.0,None
2023-01-03,P0019,Clothing,Dresses,S012,183.29,145.76,19,0.0,None
2023-01-03,P0020,Clothing,Shoes,S003,292.6,230.57,30,0.0,None
2023-01-03,P0021,Clothing,Accessories,S018,280.32,229.51,28,0.0,None
2023-01-03,P0022,Clothing,Shirts,S014,196.19,156.73,28,0.0,None
2023-01-03,P0023,Grocery,Canned,S016,45.95,37.36,43,0.0,None
2023-01-03,P0024,Grocery,Canned,S009,3.28,2.14,24,0.0,None
2023-01-03,P0025,Grocery,Bakery,S019,35.0,27.8,18,0.0,None
2023-01-03,P0026,Grocery,Bakery,S017,42.61,20.92,21,0.0,None
2023-01-03,P0027,Grocery,Snacks,S019,9.73,5.04,44,0.0,None
2023-01-03,P0028,Grocery,Beverages,S002,24.86,13.83,27,0.0,None
2023-01-03,P0029,Grocery,Canned,S004,34.17,27.17,19,0.0,None
2023-01-03,P0030,Beauty,Bath,S014,32.14,18.56,15,0.0,None
2023-01-03,P0031,Beauty,Makeup,S016,124.52,92.89,19,0.0,None
2023-01-03,P0032,Beauty,Makeup,S004,115.09,68.03,3,0.0,None
2023-01-03,P0033,Beauty,Fragrance,S016,30.89,22.62,8,0.0,None
2023-01-03,P0034,Beauty,Bath,S009,52.14,33.86,3,0.0,None
2023-01-03,P0035,Beauty,Fragrance,S010,54.71,29.2,18,0.0,None
2023-01-03,P0036,Beauty,Bath,S016,132.76,109.02,12,0.0,None
2023-01-03,P0037,Sports,Cycling,S014,81.85,45.28,2,0.0,None
2023-01-03,P0038,Sports,Team Sports,S009,49.17,31.31,7,0.0,None
2023-01-03,P0039,Sports,Fitness,S005,342.65,257.74,5,0.0,None
2023-01-03,P0040,Sports,Yoga,S015,198.41,134.78,6,0.0,None
2023-01-03,P0041,Sports,Yoga,S016,113.8,78.6,6,0.0,None
2023-01-03,P0042,Sports,Outdoor,S009,361.14,230.98,52,0.0,None
2023-01-03,P0043,Sports,Cycling,S015,244.34,141.81,15,0.0,None
2023-01-03,P0044,Toys,Educational,S014,92.32,59.45,12,0.0,None
2023-01-03,P0045,Toys,Action Figures,S010,44.83,24.23,9,0.0,None
2023-01-03,P0046,Toys,Educational,S004,37.24,30.21,16,0.0,None
2023-01-03,P0047,Toys,Outdoor Toys,S009,145.41,108.16,7,0.0,None
2023-01-03,P0048,Toys,Dolls,S014,110.47,61.29,13,0.0,None
2023-01-03,P0049,Toys,Educational,S003,123.04,100.35,10,0.0,None
2023-01-03,P0050,Toys,Board Games,S016,71.31,44.88,10,0.0,None
2023-01-04,P0001,Electronics,Smartphones,S011,477.74,353.96,12,0.0,None
2023-01-04,P0002,Electronics,Smartwatches,S004,1975.75,1334.13,12,0.0,None
2023-01-04,P0003,Electronics,Laptops,S020,639.79,420.1,5,0.0,None
2023-01-04,P0004,Electronics,Smartwatches,S014,917.88,696.69,4,0.0,None
2023-01-04,P0005,Electronics,Smartwatches,S018,109.66,89.87,3,0.0,None
2023-01-04,P0006,Electronics,Cameras,S016,1935.2,1571.48,3,0.0,None
2023-01-04,P0007,Electronics,Smartwatches,S015,1764.94,930.13,8,0.0,None
2023-01-04,P0008,Electronics,Smartphones,S020,1040.65,846.05,7,0.0,None
2023-01-04,P0009,Home,Furniture,S010,470.8,304.57,2,0.0,None
2023-01-04,P0010,Home,Furniture,S015,113.27,63.56,10,0.0,None
2023-01-04,P0011,Home,Decor,S011,97.43,51.67,2,0.0,None
2023-01-04,P0012,Home,Decor,S009,331.15,207.25,10,0.0,None
2023-01-04,P0013,Home,Bedding,S013,341.68,242.59,15,0.0,None
2023-01-04,P0014,Home,Lighting,S003,324.05,207.07,17,0.0,None
2023-01-04,P0015,Home,Bedding,S003,274.01,207.55,11,0.0,None
2023-01-04,P0016,Clothing,Accessories,S010,214.74,169.85,16,0.0,None
2023-01-04,P0017,Clothing,Shoes,S005,90.97,50.38,24,0.0,None
2023-01-04,P0018,Clothing,Accessories,S010,58.72,47.4,24,0.0,None
2023-01-04,P0019,Clothing,Dresses,S012,183.28,147.57,29,0.0,None
2023-01-04,P0020,Clothing,Shoes,S003,292.61,185.23,18,0.0,None
2023-01-04,P0021,Clothing,Accessories,S018,280.3,185.76,29,0.0,None
2023-01-04,P0022,Clothing,Shirts,S014,196.18,145.03,31,0.0,None
2023-01-04,P0023,Grocery,Canned,S016,45.95,27.15,35,0.0,None
2023-01-04,P0024,Grocery,Canned,S009,3.28,2.76,22,0.0,None
2023-01-04,P0025,Grocery,Bakery,S019,35.0,20.2,17,0.0,None
2023-01-04,P0026,Grocery,Bakery,S017,42.61,23.96,30,0.0,None
2023-01-04,P0027,Grocery,Snacks,S019,9.73,6.6,37,0.0,None
2023-01-04,P0028,Grocery,Beverages,S002,24.86,19.13,27,0.0,None
2023-01-04,P0029,Grocery,Canned,S004,34.16,22.5,24,0.0,None
2023-01-04,P0030,Beauty,Bath,S014,32.14,24.73,10,0.0,None
2023-01-04,P0031,Beauty,Makeup,S016,124.5,58.1,20,0.0,None
2023-01-04,P0032,Beauty,Makeup,S004,115.1,76.3,11,0.0,None
2023-01-04,P0033,Beauty,Fragrance,S016,30.89,20.46,10,0.0,None
2023-01-04,P0034,Beauty,Bath,S009,52.13,34.84,3,0.0,None
2023-01-04,P0035,Beauty,Fragrance,S010,54.7,39.38,12,0.0,None
2023-01-04,P0036,Beauty,Bath,S016,132.75,70.92,6,0.0,None
2023-01-04,P0037,Sports,Cycling,S014,81.86,66.05,7,0.0,None
2023-01-04,P0038,Sports,Team Sports,S009,49.17,36.56,8,0.0,None
2023-01-04,P0039,Sports,Fitness,S005,342.66,254.61,5,0.0,None
2023-01-04,P0040,Sports,Yoga,S015,198.42,116.04,6,0.0,None
2023-01-04,P0041,Sports,Yoga,S016,113.8,77.69,2,0.0,None
2023-01-04,P0042,Sports,Outdoor,S009,361.12,253.29,6,0.0,None
2023-01-04,P0043,Sports,Cycling,S015,244.38,207.24,8,0.0,None
2023-01-04,P0044,Toys,Educational,S014,92.32,63.89,8,0.0,None
2023-01-04,P0045,Toys,Action Figures,S010,44.82,27.77,21,0.0,None
2023-01-04,P0046,Toys,Educational,S004,37.24,24.03,7,0.0,None
2023-01-04,P0047,Toys,Outdoor Toys,S009,145.43,113.51,6,0.0,None
2023-01-04,P0048,Toys,Dolls,S014,110.45,89.93,11,0.0,None
2023-01-04,P0049,Toys,Educational,S003,123.05,98.28,10,0.0,None
2023-01-04,P0050,Toys,Board Games,S016,71.32,49.82,11,0.0,None
2023-01-05,P0001,Electronics,Smartphones,S011,477.68,373.15,13,0.0,None
2023-01-05,P0002,Electronics,Smartwatches,S004,1975.61,1537.07,10,0.0,None
2023-01-05,P0003,Electronics,Laptops,S020,639.83,442.71,8,0.0,None
2023-01-05,P0004,Electronics,Smartwatches,S014,917.91,524.67,4,0.0,None
2023-01-05,P0005,Electronics,Smartwatches,S018,109.66,85.81,5,0.0,None
2023-01-05,P0006,Electronics,Cameras,S016,1935.3,988.34,4,0.0,None
2023-01-05,P0007,Electronics,Smartwatches,S015,1764.6,1357.68,4,0.0,None
2023-01-05,P0008,Electronics,Smartphones,S020,1040.58,694.77,8,0.0,None
2023-01-05,P0009,Home,Furniture,S010,470.86,302.22,0,0.0,None
2023-01-05,P0010,Home,Furniture,S015,113.28,89.71,8,0.0,None
2023-01-05,P0011,Home,Decor,S011,97.43,82.81,3,0.0,None
2023-01-05,P0012,Home,Decor,S009,331.1,239.64,8,0.0,None
2023-01-05,P0013,Home,Bedding,S013,341.7,206.07,11,0.0,None
2023-01-05,P0014,Home,Lighting,S003,324.07,264.12,18,0.0,None
2023-01-05,P0015,Home,Bedding,S003,274.03,136.06,17,0.0,None
2023-01-05,P0016,Clothing,Accessories,S010,214.71,116.91,6,0.0,None
2023-01-05,P0017,Clothing,Shoes,S005,90.98,60.71,29,0.0,None
2023-01-05,P0018,Clothing,Accessories,S010,58.72,42.27,24,0.0,None
2023-01-05,P0019,Clothing,Dresses,S012,183.27,138.09,23,0.0,None
2023-01-05,P0020,Clothing,Shoes,S003,292.59,155.83,23,0.0,None
2023-01-05,P0021,Clothing,Accessories,S018,280.33,177.45,30,0.0,None
2023-01-05,P0022,Clothing,Shirts,S014,196.18,140.91,27,0.0,None
2023-01-05,P0023,Grocery,Canned,S016,45.95,27.27,33,0.0,None
2023-01-05,P0024,Grocery,Canned,S009,3.28,2.0,14,0.0,None
2023-01-05,P0025,Grocery,Bakery,S019,35.0,17.24,28,0.0,None
2023-01-05,P0026,Grocery,Bakery,S017,42.61,27.91,24,0.0,None
2023-01-05,P0027,Grocery,Snacks,S019,9.73,4.84,35,0.0,None
2023-01-05,P0028,Grocery,Beverages,S002,24.85,14.66,38,0.0,None
2023-01-05,P0029,Grocery,Canned,S004,34.17,26.14,22,0.0,None
2023-01-05,P0030,Beauty,Bath,S014,32.14,21.78,18,0.0,None
2023-01-05,P0031,Beauty,Makeup,S016,124.51,104.41,11,0.0,None
2023-01-05,P0032,Beauty,Makeup,S004,115.08,87.16,11,0.0,None
2023-01-05,P0033,Beauty,Fragrance,S016,30.89,20.46,7,0.0,None
2023-01-05,P0034,Beauty,Bath,S009,52.13,32.34,1,0.0,None
2023-01-05,P0035,Beauty,Fragrance,S010,54.71,27.87,9,0.0,None
2023-01-05,P0036,Beauty,Bath,S016,132.74,102.32,18,0.0,None
2023-01-05,P0037,Sports,Cycling,S014,81.84,49.57,5,0.0,None
2023-01-05,P0038,Sports,Team Sports,S009,49.17,31.89,7,0.0,None
2023-01-05,P0039,Sports,Fitness,S005,342.63,180.57,2,0.0,None
2023-01-05,P0040,Sports,Yoga,S015,198.42,97.66,6,0.0,None
2023-01-05,P0041,Sports,Yoga,S016,113.8,66.93,4,0.0,None
2023-01-05,P0042,Sports,Outdoor,S009,361.05,223.0,8,0.0,None
2023-01-05,P0043,Sports,Cycling,S015,244.34,166.3,9,0.0,None
2023-01-05,P0044,Toys,Educational,S014,92.31,77.59,12,0.0,None
2023-01-05,P0045,Toys,Action Figures,S010,44.83,23.49,14,0.0,None
2023-01-05,P0046,Toys,Educational,S004,37.24,27.61,7,0.0,None
2023-01-05,P0047,Toys,Outdoor Toys,S009,145.42,104.19,4,0.0,None
2023-01-05,P0048,Toys,Dolls,S014,110.47,86.61,9,0.0,None
2023-01-05,P0049,Toys,Educational,S003,123.05,98.44,9,0.0,None
2023-01-05,P0050,Toys,Board Games,S016,71.31,38.28,11,0.0,None
2023-01-06,P0001,Electronics,Smartphones,S011,477.74,266.68,9,0.0,None
2023-01-06,P0002,Electronics,Smartwatches,S004,1975.81,1238.15,9,0.0,None
2023-01-06,P0003,Electronics,Laptops,S020,639.81,359.25,2,0.0,None
2023-01-06,P0004,Electronics,Smartwatches,S014,917.89,680.34,6,0.0,None
2023-01-06,P0005,Electronics,Smartwatches,S018,109.64,84.71,4,0.0,None
2023-01-06,P0006,Electronics,Cameras,S016,1935.42,1299.12,3,0.0,None
2023-01-06,P0007,Electronics,Smartwatches,S015,1764.92,1460.1,7,0.0,None
2023-01-06,P0008,Electronics,Smartphones,S020,1040.59,777.76,10,0.0,None
2023-01-06,P0009,Home,Furniture,S010,470.91,271.2,2,0.0,None
2023-01-06,P0010,Home,Furniture,S015,113.28,80.81,7,0.0,None
2023-01-06,P0011,Home,Decor,S011,97.43,54.07,2,0.0,None
2023-01-06,P0012,Home,Decor,S009,331.16,154.69,6,0.0,None
2023-01-06,P0013,Home,Bedding,S013,341.77,180.14,15,0.0,None
2023-01-06,P0014,Home,Lighting,S003,324.1,270.61,17,0.0,None
2023-01-06,P0015,Home,Bedding,S003,274.02,199.74,6,0.0,None
2023-01-06,P0016,Clothing,Accessories,S010,214.7,162.66,12,0.0,None
2023-01-06,P0017,Clothing,Shoes,S005,90.97,63.62,27,0.0,None
2023-01-06,P0018,Clothing,Accessories,S010,58.72,38.63,23,0.0,None
2023-01-06,P0019,Clothing,Dresses,S012,183.26,150.23,32,0.0,None
2023-01-06,P0020,Clothing,Shoes,S003,292.6,226.36,21,0.0,None
2023-01-06,P0021,Clothing,Accessories,S018,280.22,196.43,35,0.0,None
2023-01-06,P0022,Clothing,Shirts,S014,196.22,110.77,18,0.0,None
2023-01-06,P0023,Grocery,Canned,S016,45.95,36.78,30,0.0,None
2023-01-06,P0024,Grocery,Canned,S009,3.28,1.93,20,0.0,None
2023-01-06,P0025,Grocery,Bakery,S019,35.0,19.13,29,0.0,None
2023-01-06,P0026,Grocery,Bakery,S017,42.61,32.4,29,0.0,None
2023-01-06,P0027,Grocery,Snacks,S019,9.73,4.57,33,0.0,None
2023-01-06,P0028,Grocery,Beverages,S002,24.86,14.56,29,0.0,None
2023-01-06,P0029,Grocery,Canned,S004,34.17,25.44,24,0.0,None
2023-01-06,P0030,Beauty,Bath,S014,32.14,24.86,13,0.0,None
2023-01-06,P0031,Beauty,Makeup,S016,124.5,90.42,14,0.0,None
2023-01-06,P0032,Beauty,Makeup,S004,115.08,85.54,12,0.0,None
2023-01-06,P0033,Beauty,Fragrance,S016,30.89,18.31,9,0.0,None
2023-01-06,P0034,Beauty,Bath,S009,52.13,35.83,5,0.0,None
2023-01-06,P0035,Beauty,Fragrance,S010,54.71,34.38,11,0.0,None
2023-01-06,P0036,Beauty,Bath,S016,132.76,64.53,15,0.0,None
2023-01-06,P0037,Sports,Cycling,S014,81.85,61.22,3,0.0,None
2023-01-06,P0038,Sports,Team Sports,S009,49.17,37.67,2,0.0,None
2023-01-06,P0039,Sports,Fitness,S005,342.65,180.23,39,0.0,None
2023-01-06,P0040,Sports,Yoga,S015,198.43,154.46,3,0.0,None
2023-01-06,P0041,Sports,Yoga,S016,113.8,95.32,1,0.0,None
2023-01-06,P0042,Sports,Outdoor,S009,361.13,197.45,4,0.0,None
2023-01-06,P0043,Sports,Cycling,S015,244.35,144.66,14,0.0,None
2023-01-06,P0044,Toys,Educational,S014,92.33,76.49,11,0.0,None
2023-01-06,P0045,Toys,Action Figures,S010,44.82,37.79,9,0.0,None
2023-01-06,P0046,Toys,Educational,S004,37.23,29.02,13,0.0,None
2023-01-06,P0047,Toys,Outdoor Toys,S009,145.41,68.78,5,0.0,None
2023-01-06,P0048,Toys,Dolls,S014,110.47,88.51,4,0.0,None
2023-01-06,P0049,Toys,Educational,S003,123.05,80.05,10,0.0,None
2023-01-06,P0050,Toys,Board Games,S016,71.3,44.51,10,0.0,None
2023-01-07,P0001,Electronics,Smartphones,S011,477.77,285.86,14,0.0,None
2023-01-07,P0002,Electronics,Smartwatches,S004,1975.27,1542.93,14,0.0,None
2023-01-07,P0003,Electronics,Laptops,S020,639.84,506.01,5,0.0,None
2023-01-07,P0004,Electronics,Smartwatches,S014,917.67,741.14,5,0.0,None
2023-01-07,P0005,Electronics,Smartwatches,S018,109.66,86.19,4,0.0,None
2023-01-07,P0006,Electronics,Cameras,S016,1934.89,1018.72,3,0.0,None
2023-01-07,P0007,Electronics,Smartwatches,S015,1764.98,1353.56,8,0.0,None
2023-01-07,P0008,Electronics,Smartphones,S020,1040.5,595.78,10,0.0,None
2023-01-07,P0009,Home,Furniture,S010,470.85,367.37,1,0.0,None
2023-01-07,P0010,Home,Furniture,S015,113.29,90.48,10,0.0,None
2023-01-07,P0011,Home,Decor,S011,97.45,69.86,3,0.0,None
2023-01-07,P0012,Home,Decor,S009,331.07,154.36,7,0.0,None
2023-01-07,P0013,Home,Bedding,S013,341.64,229.08,7,0.0,None
2023-01-07,P0014,Home,Lighting,S003,324.09,215.31,20,0.0,None
2023-01-07,P0015,Home,Bedding,S003,273.98,211.87,8,0.0,None
2023-01-07,P0016,Clothing,Accessories,S010,214.73,141.8,16,0.0,None
2023-01-07,P0017,Clothing,Shoes,S005,90.99,44.2,29,0.0,None
2023-01-07,P0018,Clothing,Accessories,S010,58.71,34.56,40,0.0,None
2023-01-07,P0019,Clothing,Dresses,S012,183.31,124.1,22,0.0,None
2023-01-07,P0020,Clothing,Shoes,S003,292.67,210.85,37,0.0,None
2023-01-07,P0021,Clothing,Accessories,S018,280.27,219.19,32,0.0,None
2023-01-07,P0022,Clothing,Shirts,S014,196.17,137.42,28,0.0,None
2023-01-07,P0023,Grocery,Canned,S016,45.95,33.78,37,0.0,None
2023-01-07,P0024,Grocery,Canned,S009,3.28,2.73,24,0.0,None
2023-01-07,P0025,Grocery,Bakery,S019,35.0,25.42,30,0.0,None
2023-01-07,P0026,Grocery,Bakery,S017,42.62,19.75,45,0.0,None
2023-01-07,P0027,Grocery,Snacks,S019,9.73,6.52,57,0.0,None
2023-01-07,P0028,Grocery,Beverages,S002,24.86,11.79,37,0.0,None
2023-01-07,P0029,Grocery,Canned,S004,34.17,15.71,40,0.0,None
2023-01-07,P0030,Beauty,Bath,S014,32.14,22.55,15,0.0,None
2023-01-07,P0031,Beauty,Makeup,S016,124.52,75.97,14,0.0,None
2023-01-07,P0032,Beauty,Makeup,S004,115.11,93.5,11,0.0,None
2023-01-07,P0033,Beauty,Fragrance,S016,30.89,14.16,6,0.0,None
2023-01-07,P0034,Beauty,Bath,S009,52.14,28.75,5,0.0,None
2023-01-07,P0035,Beauty,Fragrance,S010,54.71,31.6,19,0.0,None
2023-01-07,P0036,Beauty,Bath,S016,132.77,88.24,15,0.0,None
2023-01-07,P0037,Sports,Cycling,S014,81.85,40.83,4,0.0,None
2023-01-07,P0038,Sports,Team Sports,S009,49.17,35.81,8,0.0,None
2023-01-07,P0039,Sports,Fitness,S005,342.7,267.17,5,0.0,None
2023-01-07,P0040,Sports,Yoga,S015,198.48,164.88,4,0.0,None
2023-01-07,P0041,Sports,Yoga,S016,113.82,91.33,4,0.0,None
2023-01-07,P0042,Sports,Outdoor,S009,361.1,188.63,7,0.0,None
2023-01-07,P0043,Sports,Cycling,S015,244.37,202.38,7,0.0,None
2023-01-07,P0044,Toys,Educational,S014,92.32,65.88,9,0.0,None
2023-01-07,P0045,Toys,Action Figures,S010,44.83,23.19,13,0.0,None
2023-01-07,P0046,Toys,Educational,S004,37.23,30.03,7,0.0,None
2023-01-07,P0047,Toys,Outdoor Toys,S009,145.41,80.75,7,0.0,None
